company_id,company_size,employee_count,monthly_hiring_volume,industry,region
80,Micro,1,1,Tech,US
81,Micro,26,1,Tech,US
82,Micro,14,1,Tech,US
83,Micro,27,1,Tech,US
84,Micro,15,1,Tech,US
85,Micro,26,2,Tech,US
86,Micro,13,1,Tech,US
87,Micro,32,1,Tech,US
88,Micro,49,2,Tech,US
89,Micro,32,2,Tech,US
90,Micro,30,1,Tech,US
91,Micro,23,1,Tech,US
92,Micro,45,1,Tech,US
93,Micro,43,1,Tech,US
94,Micro,36,1,Tech,US
95,Micro,32,1,Tech,US
96,Micro,22,2,Tech,US
97,Micro,2,2,Tech,US
98,Micro,45,2,Tech,US
99,Micro,6,2,Tech,US
100,Micro,28,2,Tech,US
101,Micro,44,2,Tech,US
102,Micro,30,2,Tech,US
103,Micro,11,2,Tech,US
104,Micro,28,1,Tech,US
105,Micro,39,2,Tech,US
106,Micro,33,1,Tech,US
107,Micro,27,2,Tech,US
108,Micro,13,1,Tech,US
109,Micro,3,1,Tech,US
110,Micro,6,2,Tech,US
111,Micro,27,1,Tech,US
112,Micro,37,1,Tech,US
113,Micro,42,2,Tech,US
114,Micro,24,1,Tech,US
115,Micro,32,2,Tech,US
116,Micro,24,1,Tech,US
117,Micro,49,2,Tech,US
118,Micro,49,2,Tech,US
119,Micro,12,2,Tech,US
120,Micro,39,2,Tech,US
121,Micro,3,1,Tech,US
122,Micro,37,1,Tech,US
123,Micro,17,1,Tech,US
124,Micro,49,2,Tech,US
125,Micro,2,2,Tech,US
126,Micro,23,1,Tech,US
127,Micro,32,1,Tech,US
128,Micro,1,1,Tech,US
129,Micro,2,1,Tech,US
130,Micro,44,2,Tech,US
131,Micro,32,2,Tech,US
132,Micro,32,1,Tech,US
133,Micro,4,1,Tech,US
134,Micro,11,2,Tech,US
135,Micro,17,1,Tech,US
136,Micro,38,2,Tech,US
137,Micro,5,2,Tech,US
138,Micro,34,2,Tech,US
139,Micro,22,1,Tech,US
140,Micro,48,2,Tech,US
141,Micro,33,1,Tech,US
142,Micro,6,2,Tech,US
143,Micro,29,1,Tech,US
144,Micro,20,2,Tech,US
145,Micro,36,1,Tech,US
146,Micro,26,1,Tech,US
147,Micro,19,2,Tech,US
148,Micro,32,1,Tech,US
149,Micro,41,1,Tech,US
150,Micro,40,2,Tech,US
151,Micro,39,2,Tech,US
152,Micro,40,1,Tech,US
153,Micro,11,2,Tech,US
154,Micro,25,2,Tech,US
155,Micro,23,1,Tech,US
156,Micro,30,2,Tech,US
157,Micro,35,1,Tech,US
158,Micro,16,2,Tech,US
159,Micro,48,1,Tech,US
160,Micro,49,2,Tech,US
161,Micro,1,2,Tech,US
162,Micro,12,1,Tech,US
163,Micro,37,2,Tech,US
164,Micro,9,1,Tech,US
165,Micro,35,1,Tech,US
166,Micro,48,2,Tech,US
167,Micro,3,2,Tech,US
168,Micro,24,2,Tech,US
169,Micro,33,2,Tech,US
170,Micro,11,1,Tech,US
171,Micro,8,2,Tech,US
172,Micro,38,2,Tech,US
173,Micro,20,2,Tech,US
174,Micro,35,2,Tech,US
175,Micro,25,1,Tech,US
176,Micro,25,1,Tech,US
177,Micro,18,2,Tech,US
178,Micro,46,2,Tech,US
179,Micro,2,2,Tech,US
180,Micro,35,2,Tech,US
181,Micro,41,2,Tech,US
182,Micro,33,2,Tech,US
183,Micro,33,2,Tech,US
184,Micro,21,2,Tech,US
185,Micro,20,2,Tech,US
186,Micro,8,1,Tech,US
187,Micro,3,1,Tech,US
188,Micro,33,2,Tech,US
189,Micro,12,1,Tech,US
190,Micro,22,1,Tech,US
191,Micro,22,2,Tech,US
192,Micro,30,2,Tech,US
193,Micro,38,1,Tech,US
194,Micro,8,1,Tech,US
195,Micro,27,2,Tech,US
196,Micro,21,2,Tech,US
197,Micro,33,2,Tech,US
198,Micro,47,2,Tech,US
199,Micro,33,1,Tech,US
200,Micro,48,1,Tech,US
201,Micro,4,1,Tech,US
202,Micro,49,2,Tech,US
203,Micro,17,2,Tech,US
204,Micro,28,2,Tech,US
205,Micro,29,2,Tech,US
206,Micro,6,1,Tech,US
207,Micro,41,1,Tech,US
208,Micro,24,1,Tech,US
209,Micro,49,2,Tech,US
210,Micro,31,1,Tech,US
211,Micro,33,2,Tech,US
212,Micro,21,2,Tech,US
213,Micro,23,1,Tech,US
214,Micro,3,2,Tech,US
215,Micro,18,1,Tech,US
216,Micro,42,1,Tech,US
217,Micro,3,2,Tech,US
218,Micro,46,2,Tech,US
219,Micro,32,1,Tech,US
220,Micro,22,1,Tech,US
221,Micro,2,1,Tech,US
222,Micro,27,2,Tech,US
223,Micro,2,2,Tech,US
224,Micro,17,2,Tech,US
225,Micro,33,1,Tech,US
226,Micro,43,2,Tech,US
227,Micro,48,1,Tech,US
228,Micro,29,2,Tech,US
229,Micro,26,1,Tech,US
230,Micro,25,2,Tech,US
231,Micro,13,2,Tech,US
232,Micro,7,1,Tech,US
233,Micro,36,1,Tech,US
234,Micro,20,1,Tech,US
235,Micro,8,2,Tech,US
236,Micro,46,2,Tech,US
237,Micro,14,2,Tech,US
238,Micro,23,1,Tech,US
239,Micro,28,2,Tech,US
240,Micro,2,2,Tech,US
241,Micro,23,1,Tech,US
242,Micro,22,1,Tech,US
243,Micro,25,2,Tech,US
244,Micro,22,2,Tech,US
245,Micro,22,1,Tech,US
246,Micro,42,2,Tech,US
247,Micro,15,2,Tech,US
248,Micro,43,2,Tech,US
249,Micro,37,1,Tech,US
250,Micro,8,1,Tech,US
251,Micro,44,2,Tech,US
252,Micro,5,1,Tech,US
253,Micro,4,2,Tech,US
254,Micro,45,2,Tech,US
255,Micro,30,1,Tech,US
256,Micro,35,1,Tech,US
257,Micro,40,2,Tech,US
258,Micro,16,1,Tech,US
259,Micro,42,2,Tech,US
260,Micro,19,1,Tech,US
261,Micro,19,2,Tech,US
262,Micro,26,1,Tech,US
263,Micro,26,1,Tech,US
264,Micro,23,1,Tech,US
265,Micro,9,2,Tech,US
266,Micro,1,2,Tech,US
267,Micro,1,1,Tech,US
268,Micro,34,2,Tech,US
269,Micro,48,1,Tech,US
270,Micro,40,1,Tech,US
271,Micro,1,2,Tech,US
272,Micro,39,2,Tech,US
273,Micro,5,2,Tech,US
274,Micro,29,1,Tech,US
275,Micro,3,2,Tech,US
276,Micro,26,2,Tech,US
277,Micro,37,2,Tech,US
278,Micro,29,2,Tech,US
279,Micro,28,1,Tech,US
280,Micro,47,1,Tech,US
281,Micro,30,2,Tech,US
282,Micro,5,2,Tech,US
283,Micro,16,2,Tech,US
284,Micro,26,2,Tech,US
285,Micro,21,1,Tech,US
286,Micro,36,1,Tech,US
287,Micro,30,1,Tech,US
288,Micro,23,2,Tech,US
289,Micro,10,2,Tech,US
290,Micro,5,2,Tech,US
291,Micro,34,2,Tech,US
292,Micro,31,2,Tech,US
293,Micro,19,2,Tech,US
294,Micro,32,1,Tech,US
295,Micro,5,1,Tech,US
296,Micro,4,2,Tech,US
297,Micro,24,2,Tech,US
298,Micro,2,1,Tech,US
299,Micro,28,2,Tech,US
300,Micro,32,1,Tech,US
301,Micro,20,2,Tech,US
302,Micro,12,2,Tech,US
303,Micro,35,2,Tech,US
304,Micro,33,1,Tech,US
305,Micro,43,1,Tech,US
306,Micro,12,1,Tech,US
307,Micro,1,1,Tech,US
308,Micro,40,2,Tech,US
309,Micro,43,2,Tech,US
310,Micro,29,1,Tech,US
311,Micro,12,1,Tech,US
312,Micro,46,2,Tech,US
313,Micro,35,1,Tech,US
314,Micro,17,2,Tech,US
315,Micro,8,1,Tech,US
316,Micro,26,2,Tech,US
317,Micro,26,2,Tech,US
318,Micro,34,1,Tech,US
319,Micro,41,1,Tech,US
320,Micro,4,2,Tech,US
321,Micro,45,1,Tech,US
322,Micro,29,2,Tech,US
323,Micro,36,1,Tech,US
324,Micro,21,1,Tech,US
325,Micro,36,2,Tech,US
326,Micro,37,1,Tech,US
327,Micro,24,2,Tech,US
328,Micro,35,1,Tech,US
329,Micro,35,2,Tech,US
330,Micro,36,2,Tech,US
331,Micro,49,1,Tech,US
332,Micro,32,2,Tech,US
333,Micro,23,2,Tech,US
334,Micro,32,1,Tech,US
335,Micro,12,1,Tech,US
336,Micro,13,1,Tech,US
337,Micro,25,1,Tech,US
338,Micro,41,2,Tech,US
339,Micro,17,1,Tech,US
340,Micro,20,2,Tech,US
341,Micro,25,2,Tech,US
342,Micro,13,1,Tech,US
343,Micro,19,1,Tech,US
344,Micro,36,2,Tech,US
345,Micro,41,1,Tech,US
346,Micro,12,1,Tech,US
347,Micro,7,2,Tech,US
348,Micro,14,1,Tech,US
349,Micro,19,2,Tech,US
350,Micro,47,2,Tech,US
351,Micro,5,1,Tech,US
352,Micro,12,1,Tech,US
353,Micro,21,2,Tech,US
354,Micro,23,2,Tech,US
355,Micro,39,1,Tech,US
356,Micro,42,2,Tech,US
357,Micro,39,2,Tech,US
358,Micro,31,2,Tech,US
359,Micro,5,1,Tech,US
360,Micro,23,1,Tech,US
361,Micro,43,1,Tech,US
362,Micro,18,1,Tech,US
363,Micro,12,1,Tech,US
364,Micro,10,2,Tech,US
365,Micro,44,1,Tech,US
366,Micro,38,1,Tech,US
367,Micro,46,1,Tech,US
368,Micro,40,2,Tech,US
369,Micro,9,2,Tech,US
370,Micro,27,2,Tech,US
371,Micro,2,1,Tech,US
372,Micro,29,1,Tech,US
373,Micro,38,1,Tech,US
374,Micro,8,2,Tech,US
375,Micro,45,1,Tech,US
376,Micro,22,2,Tech,US
377,Micro,17,1,Tech,US
378,Micro,7,1,Tech,US
379,Micro,45,2,Tech,US
380,Micro,36,2,Tech,US
381,Micro,31,1,Tech,US
382,Micro,44,2,Tech,US
383,Micro,39,1,Tech,US
384,Micro,10,2,Tech,US
385,Micro,19,1,Tech,US
386,Micro,3,1,Tech,US
387,Micro,13,2,Tech,US
388,Micro,28,2,Tech,US
389,Micro,20,2,Tech,US
390,Micro,8,1,Tech,US
391,Micro,41,1,Tech,US
392,Micro,1,1,Tech,US
393,Micro,13,2,Tech,US
394,Micro,49,1,Tech,US
395,Micro,33,2,Tech,US
396,Micro,6,2,Tech,US
397,Micro,44,1,Tech,US
398,Micro,32,1,Tech,US
399,Micro,47,1,Tech,US
400,Micro,16,2,Tech,US
401,Micro,21,1,Tech,US
402,Micro,37,2,Tech,US
403,Micro,35,1,Tech,US
404,Micro,20,1,Tech,US
405,Micro,18,1,Tech,US
406,Micro,41,1,Tech,US
407,Micro,14,1,Tech,US
408,Micro,31,1,Tech,US
409,Micro,3,2,Tech,US
410,Micro,23,1,Tech,US
411,Micro,11,2,Tech,US
412,Micro,10,2,Tech,US
413,Micro,16,2,Tech,US
414,Micro,38,2,Tech,US
415,Micro,24,2,Tech,US
416,Micro,8,2,Tech,US
417,Micro,28,2,Tech,US
418,Micro,26,2,Tech,US
419,Micro,28,2,Tech,US
420,Micro,37,1,Tech,US
421,Micro,36,2,Tech,US
422,Micro,27,2,Tech,US
423,Micro,17,1,Tech,US
424,Micro,33,1,Tech,US
425,Micro,20,1,Tech,US
426,Micro,28,2,Tech,US
427,Micro,29,1,Tech,US
428,Micro,46,1,Tech,US
429,Micro,6,2,Tech,US
430,Micro,5,1,Tech,US
431,Micro,25,2,Tech,US
432,Micro,10,2,Tech,US
433,Micro,30,2,Tech,US
434,Micro,45,1,Tech,US
435,Micro,33,2,Tech,US
436,Micro,1,2,Tech,US
437,Micro,32,1,Tech,US
438,Micro,49,1,Tech,US
439,Micro,21,2,Tech,US
440,Micro,25,2,Tech,US
441,Micro,27,1,Tech,US
442,Micro,13,1,Tech,US
443,Micro,34,1,Tech,US
444,Micro,35,1,Tech,US
445,Micro,1,1,Tech,US
446,Micro,48,1,Tech,US
447,Micro,6,2,Tech,US
448,Micro,17,1,Tech,US
449,Micro,31,1,Tech,US
450,Micro,38,1,Tech,US
451,Micro,23,1,Tech,US
452,Micro,37,2,Tech,US
453,Micro,10,1,Tech,US
454,Micro,17,1,Tech,US
455,Micro,14,1,Tech,US
456,Micro,46,1,Tech,US
457,Micro,45,1,Tech,US
458,Micro,4,2,Tech,US
459,Micro,1,1,Tech,US
460,Micro,40,2,Tech,US
461,Micro,34,2,Tech,US
462,Micro,31,2,Tech,US
463,Micro,39,2,Tech,US
464,Micro,34,2,Tech,US
465,Micro,3,1,Tech,US
466,Micro,12,1,Tech,US
467,Micro,44,1,Tech,US
468,Micro,30,2,Tech,US
469,Micro,17,2,Tech,US
470,Micro,47,1,Tech,US
471,Micro,15,1,Tech,US
472,Micro,21,2,Tech,US
473,Micro,2,1,Tech,US
474,Micro,39,2,Tech,US
475,Micro,34,2,Tech,US
476,Micro,34,2,Tech,US
477,Micro,30,1,Tech,US
478,Micro,27,1,Tech,US
479,Micro,34,2,Tech,US
480,Micro,38,1,Tech,US
481,Micro,24,1,Tech,US
482,Micro,30,1,Tech,US
483,Micro,42,1,Tech,US
484,Micro,17,1,Tech,US
485,Micro,29,2,Tech,US
486,Micro,10,2,Tech,US
487,Micro,17,2,Tech,US
488,Micro,17,2,Tech,US
489,Micro,20,2,Tech,US
490,Micro,5,2,Tech,US
491,Micro,6,1,Tech,US
492,Micro,2,1,Tech,US
493,Micro,43,1,Tech,US
494,Micro,48,1,Tech,US
495,Micro,47,1,Tech,US
496,Micro,23,1,Tech,US
497,Micro,16,1,Tech,US
498,Micro,11,2,Tech,US
499,Micro,16,2,Tech,US
500,Micro,4,2,Tech,US
501,Micro,4,2,Tech,US
502,Micro,25,1,Tech,US
503,Micro,32,1,Tech,US
504,Micro,27,1,Tech,US
505,Micro,32,2,Tech,US
506,Micro,19,1,Tech,US
507,Micro,5,2,Tech,US
508,Micro,28,2,Tech,US
509,Micro,22,1,Tech,US
510,Micro,6,1,Tech,US
511,Micro,5,1,Tech,US
512,Micro,12,2,Tech,US
513,Micro,46,2,Tech,US
514,Micro,49,2,Tech,US
515,Micro,26,1,Tech,US
516,Micro,27,1,Tech,US
517,Micro,26,1,Tech,US
518,Micro,47,1,Tech,US
519,Micro,22,1,Tech,US
520,Micro,30,1,Tech,US
521,Micro,48,1,Tech,US
522,Micro,17,2,Tech,US
523,Micro,36,1,Tech,US
524,Micro,8,1,Tech,US
525,Micro,35,1,Tech,US
526,Micro,15,1,Tech,US
527,Micro,22,2,Tech,US
528,Micro,26,2,Tech,US
529,Micro,23,2,Tech,US
530,Micro,24,2,Tech,US
531,Micro,45,2,Tech,US
532,Micro,14,1,Tech,US
533,Micro,7,1,Tech,US
534,Micro,47,1,Tech,US
535,Micro,46,1,Tech,US
536,Micro,47,2,Tech,US
537,Micro,45,2,Tech,US
538,Micro,38,1,Tech,US
539,Micro,15,2,Tech,US
540,Micro,25,1,Tech,US
541,Micro,37,2,Tech,US
542,Micro,10,1,Tech,US
543,Micro,17,1,Tech,US
544,Micro,22,2,Tech,US
545,Micro,44,1,Tech,US
546,Micro,17,1,Tech,US
547,Micro,20,1,Tech,US
548,Micro,4,2,Tech,US
549,Micro,3,1,Tech,US
550,Micro,45,2,Tech,US
551,Micro,47,2,Tech,US
552,Micro,47,2,Tech,US
553,Micro,34,1,Tech,US
554,Micro,8,2,Tech,US
555,Micro,49,2,Tech,US
556,Micro,19,2,Tech,US
557,Micro,41,1,Tech,US
558,Micro,6,2,Tech,US
559,Micro,26,2,Tech,US
560,Micro,34,1,Tech,US
561,Micro,45,2,Tech,US
562,Micro,37,1,Tech,US
563,Micro,33,1,Tech,US
564,Micro,22,1,Tech,US
565,Micro,6,2,Tech,US
566,Micro,48,2,Tech,US
567,Micro,30,1,Tech,US
568,Micro,30,1,Tech,US
569,Micro,24,1,Tech,US
570,Micro,9,1,Tech,US
571,Micro,3,1,Tech,US
572,Micro,31,2,Tech,US
573,Micro,37,2,Tech,US
574,Micro,24,1,Tech,US
575,Micro,6,2,Tech,US
576,Micro,20,2,Tech,US
577,Micro,11,2,Tech,US
578,Micro,15,2,Tech,US
579,Micro,49,2,Tech,US
580,Micro,38,1,Tech,US
581,Micro,2,1,Tech,US
582,Micro,11,2,Tech,US
583,Micro,26,1,Tech,US
584,Micro,45,2,Tech,US
585,Micro,5,2,Tech,US
586,Micro,26,2,Tech,US
587,Micro,4,1,Tech,US
588,Micro,20,1,Tech,US
589,Micro,20,1,Tech,US
590,Micro,12,1,Tech,US
591,Micro,1,2,Tech,US
592,Micro,14,2,Tech,US
593,Micro,38,1,Tech,US
594,Micro,11,1,Tech,US
595,Micro,36,1,Tech,US
596,Micro,43,1,Tech,US
597,Micro,33,2,Tech,US
598,Micro,10,1,Tech,US
599,Micro,23,2,Tech,US
600,Micro,44,2,Tech,US
601,Micro,13,2,Tech,US
602,Micro,2,2,Tech,US
603,Micro,1,1,Tech,US
604,Micro,37,1,Tech,US
605,Micro,17,1,Tech,US
606,Micro,11,1,Tech,US
607,Micro,24,2,Tech,US
608,Micro,35,2,Tech,US
609,Micro,31,1,Tech,US
610,Micro,5,2,Tech,US
611,Micro,44,2,Tech,US
612,Micro,14,1,Tech,US
613,Micro,11,1,Tech,US
614,Micro,34,2,Tech,US
615,Micro,35,1,Tech,US
616,Micro,1,2,Tech,US
617,Micro,22,2,Tech,US
618,Micro,29,2,Tech,US
619,Micro,11,1,Tech,US
620,Micro,37,2,Tech,US
621,Micro,30,1,Tech,US
622,Micro,21,1,Tech,US
623,Micro,5,1,Tech,US
624,Micro,14,2,Tech,US
625,Micro,4,1,Tech,US
626,Micro,45,2,Tech,US
627,Micro,25,2,Tech,US
628,Micro,40,2,Tech,US
629,Micro,39,2,Tech,US
630,Micro,14,2,Tech,US
631,Micro,38,1,Tech,US
632,Micro,23,1,Tech,US
633,Micro,15,1,Tech,US
634,Micro,25,1,Tech,US
635,Micro,33,1,Tech,US
636,Micro,2,2,Tech,US
637,Micro,40,2,Tech,US
638,Micro,39,1,Tech,US
639,Micro,6,2,Tech,US
640,Micro,3,1,Tech,US
641,Micro,8,2,Tech,US
642,Micro,15,1,Tech,US
643,Micro,29,1,Tech,US
644,Micro,30,1,Tech,US
645,Micro,27,2,Tech,US
646,Micro,29,2,Tech,US
647,Micro,33,1,Tech,US
648,Micro,37,1,Tech,US
649,Micro,33,2,Tech,US
650,Micro,4,2,Tech,US
651,Micro,2,2,Tech,US
652,Micro,5,1,Tech,US
653,Micro,10,1,Tech,US
654,Micro,38,1,Tech,US
655,Micro,31,1,Tech,US
656,Micro,36,1,Tech,US
657,Micro,24,2,Tech,US
658,Micro,15,1,Tech,US
659,Micro,8,1,Tech,US
660,Micro,29,1,Tech,US
661,Micro,4,2,Tech,US
662,Micro,45,2,Tech,US
663,Micro,27,1,Tech,US
664,Micro,36,2,Tech,US
665,Micro,26,1,Tech,US
666,Micro,27,1,Tech,US
667,Micro,20,1,Tech,US
668,Micro,10,2,Tech,US
669,Micro,38,2,Tech,US
670,Micro,8,1,Tech,US
671,Micro,47,2,Tech,US
672,Micro,46,1,Tech,US
673,Micro,12,2,Tech,US
674,Micro,13,2,Tech,US
675,Micro,18,1,Tech,US
676,Micro,33,1,Tech,US
677,Micro,40,2,Tech,US
678,Micro,43,2,Tech,US
679,Micro,44,2,Tech,US
680,Micro,48,2,Tech,US
681,Micro,5,2,Tech,US
682,Micro,37,2,Tech,US
683,Micro,42,1,Tech,US
684,Micro,28,1,Tech,US
685,Micro,9,2,Tech,US
686,Micro,29,2,Tech,US
687,Micro,40,1,Tech,US
688,Micro,22,1,Tech,US
689,Micro,23,1,Tech,US
690,Micro,46,1,Tech,US
691,Micro,21,2,Tech,US
692,Micro,46,2,Tech,US
693,Micro,23,1,Tech,US
694,Micro,1,1,Tech,US
695,Micro,40,1,Tech,US
696,Micro,21,1,Tech,US
697,Micro,9,1,Tech,US
698,Micro,9,2,Tech,US
699,Micro,26,1,Tech,US
700,Micro,35,1,Tech,US
701,Micro,25,2,Tech,US
702,Micro,11,2,Tech,US
703,Micro,2,1,Tech,US
704,Micro,18,1,Tech,US
705,Micro,34,1,Tech,US
706,Micro,17,2,Tech,US
707,Micro,43,1,Tech,US
708,Micro,44,1,Tech,US
709,Micro,24,1,Tech,US
710,Micro,7,2,Tech,US
711,Micro,6,1,Tech,US
712,Micro,24,1,Tech,US
713,Micro,49,1,Tech,US
714,Micro,43,2,Tech,US
715,Micro,26,2,Tech,US
716,Micro,21,1,Tech,US
717,Micro,7,1,Tech,US
718,Micro,20,1,Tech,US
719,Micro,49,2,Tech,US
720,Micro,22,2,Tech,US
721,Micro,40,1,Tech,US
722,Micro,7,1,Tech,US
723,Micro,32,1,Tech,US
724,Micro,30,1,Tech,US
725,Micro,19,2,Tech,US
726,Micro,32,2,Tech,US
727,Micro,29,1,Tech,US
728,Micro,45,1,Tech,US
729,Micro,30,2,Tech,US
730,Micro,40,1,Tech,US
731,Micro,18,1,Tech,US
732,Micro,14,1,Tech,US
733,Micro,47,2,Tech,US
734,Micro,2,2,Tech,US
735,Micro,28,1,Tech,US
736,Micro,30,2,Tech,US
737,Micro,4,1,Tech,US
738,Micro,8,1,Tech,US
739,Micro,39,1,Tech,US
740,Micro,32,2,Tech,US
741,Micro,10,1,Tech,US
742,Micro,46,2,Tech,US
743,Micro,33,1,Tech,US
744,Micro,28,2,Tech,US
745,Micro,7,1,Tech,US
746,Micro,8,1,Tech,US
747,Micro,3,2,Tech,US
748,Micro,23,1,Tech,US
749,Micro,8,2,Tech,US
750,Micro,47,1,Tech,US
751,Micro,3,1,Tech,US
752,Micro,33,2,Tech,US
753,Micro,47,2,Tech,US
754,Micro,34,1,Tech,US
755,Micro,32,2,Tech,US
756,Micro,14,2,Tech,US
757,Micro,46,1,Tech,US
758,Micro,16,2,Tech,US
759,Micro,37,2,Tech,US
760,Micro,21,2,Tech,US
761,Micro,31,1,Tech,US
762,Micro,48,2,Tech,US
763,Micro,7,2,Tech,US
764,Micro,7,1,Tech,US
765,Micro,23,1,Tech,US
766,Micro,19,2,Tech,US
767,Micro,19,2,Tech,US
768,Micro,29,2,Tech,US
769,Micro,18,2,Tech,US
770,Micro,1,1,Tech,US
771,Micro,5,2,Tech,US
772,Micro,11,2,Tech,US
773,Micro,2,1,Tech,US
774,Micro,23,1,Tech,US
775,Micro,12,2,Tech,US
776,Micro,5,1,Tech,US
777,Micro,38,2,Tech,US
778,Micro,30,1,Tech,US
779,Micro,34,1,Tech,US
780,Micro,44,1,Tech,US
781,Micro,22,2,Tech,US
782,Micro,24,1,Tech,US
783,Micro,10,2,Tech,US
784,Micro,46,1,Tech,US
785,Micro,32,1,Tech,US
786,Micro,17,2,Tech,US
787,Micro,9,2,Tech,US
788,Micro,2,1,Tech,US
789,Micro,25,1,Tech,US
790,Micro,9,2,Tech,US
791,Micro,22,1,Tech,US
792,Micro,46,2,Tech,US
793,Micro,26,2,Tech,US
794,Micro,29,1,Tech,US
795,Micro,34,1,Tech,US
796,Micro,37,1,Tech,US
797,Micro,6,2,Tech,US
798,Micro,21,2,Tech,US
799,Micro,36,1,Tech,US
800,Micro,38,2,Tech,US
801,Micro,17,1,Tech,US
802,Micro,25,2,Tech,US
803,Micro,12,1,Tech,US
804,Micro,42,2,Tech,US
805,Micro,21,1,Tech,US
806,Micro,31,2,Tech,US
807,Micro,27,2,Tech,US
808,Micro,34,2,Tech,US
809,Micro,45,1,Tech,US
810,Micro,7,2,Tech,US
811,Micro,45,1,Tech,US
812,Micro,26,1,Tech,US
813,Micro,28,2,Tech,US
814,Micro,46,2,Tech,US
815,Micro,2,2,Tech,US
816,Micro,43,1,Tech,US
817,Micro,36,1,Tech,US
818,Micro,26,1,Tech,US
819,Micro,21,1,Tech,US
820,Micro,40,1,Tech,US
821,Micro,36,1,Tech,US
822,Micro,39,2,Tech,US
823,Micro,35,2,Tech,US
824,Micro,34,1,Tech,US
825,Micro,47,2,Tech,US
826,Micro,22,1,Tech,US
827,Micro,33,2,Tech,US
828,Micro,36,1,Tech,US
829,Micro,20,1,Tech,US
830,Micro,35,2,Tech,US
831,Micro,43,1,Tech,US
832,Micro,45,1,Tech,US
833,Micro,34,1,Tech,US
834,Micro,26,2,Tech,US
835,Micro,9,1,Tech,US
836,Micro,40,1,Tech,US
837,Micro,1,1,Tech,US
838,Micro,43,2,Tech,US
839,Micro,42,1,Tech,US
840,Micro,39,1,Tech,US
841,Micro,3,2,Tech,US
842,Micro,37,2,Tech,US
843,Micro,44,1,Tech,US
844,Micro,30,2,Tech,US
845,Micro,34,2,Tech,US
846,Micro,19,1,Tech,US
847,Micro,44,1,Tech,US
848,Micro,49,1,Tech,US
849,Micro,17,2,Tech,US
850,Micro,49,1,Tech,US
851,Micro,12,2,Tech,US
852,Micro,16,2,Tech,US
853,Micro,19,2,Tech,US
854,Micro,31,1,Tech,US
855,Micro,17,1,Tech,US
856,Micro,37,2,Tech,US
857,Micro,16,2,Tech,US
858,Micro,8,1,Tech,US
859,Micro,18,1,Tech,US
860,Micro,12,1,Tech,US
861,Micro,26,1,Tech,US
862,Micro,45,2,Tech,US
863,Micro,47,2,Tech,US
864,Micro,10,2,Tech,US
865,Micro,7,1,Tech,US
866,Micro,23,2,Tech,US
867,Micro,21,2,Tech,US
868,Micro,7,2,Tech,US
869,Micro,15,1,Tech,US
870,Micro,7,1,Tech,US
871,Micro,48,2,Tech,US
