customer_id,days_active_first_7,days_active_first_30,days_active_first_90,time_to_first_value,logins_first_30,jobs_posted,candidates_viewed,churn_flag
195,0,0,0,3,0,0,0,yes
196,0,0,0,3,0,0,0,yes
197,0,0,0,2,0,0,0,yes
198,0,0,0,3,0,0,0,yes
199,0,0,0,3,0,0,0,yes
200,0,0,0,2,0,0,0,yes
201,0,0,0,3,0,0,0,yes
202,0,0,0,5,0,0,0,yes
203,0,0,0,4,0,0,0,yes
204,0,0,0,3,0,0,0,yes
205,0,0,0,4,0,0,0,yes
206,0,0,0,3,0,0,0,yes
207,0,0,0,4,0,0,0,yes
208,0,0,0,2,0,0,0,yes
209,0,0,0,5,0,0,0,yes
210,0,0,0,2,0,0,0,yes
211,0,0,0,4,0,0,0,yes
212,0,0,0,4,0,0,0,yes
213,0,0,0,4,0,0,0,yes
214,6,25,29,4,8,1,5,no
215,1,26,57,2,11,1,14,no
216,0,0,0,2,0,0,0,yes
217,7,21,41,3,14,1,13,no
218,0,0,0,3,0,0,0,yes
219,0,0,0,1,0,0,0,yes
220,0,0,0,5,0,0,0,yes
221,0,0,0,5,0,0,0,yes
222,0,0,0,4,0,0,0,yes
223,4,23,10,3,7,0,0,yes
224,0,0,0,3,0,0,0,yes
225,0,0,0,5,0,0,0,yes
226,0,0,0,1,0,0,0,yes
227,0,0,0,3,0,0,0,yes
228,0,0,0,5,0,0,0,yes
229,0,0,0,4,0,0,0,yes
230,0,0,0,5,0,0,0,yes
231,0,0,0,2,0,0,0,yes
232,0,0,0,4,0,0,0,yes
233,0,0,0,2,0,0,0,yes
234,0,0,0,3,0,0,0,yes
235,0,0,0,1,0,0,0,yes
236,0,0,0,3,0,0,0,yes
237,0,0,0,5,0,0,0,yes
238,0,0,0,1,0,0,0,yes
239,0,0,0,6,0,0,0,yes
240,0,0,0,4,0,0,0,yes
241,0,0,0,2,0,0,0,yes
242,0,0,0,4,0,0,0,yes
243,0,0,0,4,0,0,0,yes
244,0,0,0,3,0,0,0,yes
245,0,0,0,3,0,0,0,yes
246,0,0,0,5,0,0,0,yes
247,0,0,0,3,0,0,0,yes
248,0,0,0,3,0,0,0,yes
249,0,0,0,5,0,0,0,yes
250,0,0,0,3,0,0,0,yes
251,0,0,0,4,0,0,0,yes
252,0,0,0,3,0,0,0,yes
253,0,0,0,2,0,0,0,yes
254,4,13,65,4,1,2,28,no
255,0,0,0,3,0,0,0,yes
256,0,0,0,4,0,0,0,yes
257,2,27,89,2,5,2,12,no
258,0,0,0,1,0,0,0,yes
259,0,0,0,3,0,0,0,yes
260,7,17,38,3,0,0,0,no
261,0,0,0,3,0,0,0,yes
262,0,0,0,3,0,0,0,yes
263,0,0,0,4,0,0,0,yes
264,0,0,0,5,0,0,0,yes
265,0,0,0,2,0,0,0,yes
266,0,0,0,2,0,0,0,yes
267,0,0,0,5,0,0,0,yes
268,2,22,40,2,0,1,7,no
269,0,0,0,3,0,0,0,yes
270,0,0,0,3,0,0,0,yes
271,0,0,0,2,0,0,0,yes
272,6,7,65,4,7,0,0,no
273,0,0,0,3,0,0,0,yes
274,0,0,0,3,0,0,0,yes
275,0,0,0,3,0,0,0,yes
276,0,0,0,2,0,0,0,yes
277,0,0,0,4,0,0,0,yes
278,0,0,0,2,0,0,0,yes
279,0,0,0,4,0,0,0,yes
280,0,0,0,2,0,0,0,yes
281,0,0,0,3,0,0,0,yes
282,0,0,0,3,0,0,0,yes
283,0,0,0,3,0,0,0,yes
284,0,0,0,4,0,0,0,yes
285,0,0,0,5,0,0,0,yes
286,0,0,0,4,0,0,0,yes
287,0,0,0,3,0,0,0,yes
288,0,0,0,3,0,0,0,yes
289,0,0,0,5,0,0,0,yes
290,0,0,0,2,0,0,0,yes
291,5,15,74,4,0,0,0,no
292,0,0,0,3,0,0,0,yes
293,0,0,0,5,0,0,0,yes
294,0,0,0,2,0,0,0,yes
295,0,0,0,3,0,0,0,yes
296,0,0,0,5,0,0,0,yes
297,0,0,0,4,0,0,0,yes
298,0,0,0,2,0,0,0,yes
299,0,0,0,3,0,0,0,yes
300,0,0,0,3,0,0,0,yes
301,4,13,83,2,8,0,0,no
302,0,0,0,2,0,0,0,yes
303,0,0,0,4,0,0,0,yes
304,0,0,0,4,0,0,0,yes
305,6,6,9,3,1,0,0,no
306,0,0,0,4,0,0,0,yes
307,0,0,0,4,0,0,0,yes
308,0,0,0,5,0,0,0,yes
309,0,0,0,4,0,0,0,yes
310,0,0,0,5,0,0,0,yes
311,0,0,0,1,0,0,0,yes
312,0,0,0,2,0,0,0,yes
313,0,0,0,1,0,0,0,yes
314,0,0,0,3,0,0,0,yes
315,0,0,0,3,0,0,0,yes
316,0,0,0,1,0,0,0,yes
317,0,0,0,4,0,0,0,yes
318,0,0,0,5,0,0,0,yes
319,0,0,0,5,0,0,0,yes
320,0,0,0,4,0,0,0,yes
321,0,0,0,3,0,0,0,yes
322,0,0,0,1,0,0,0,yes
323,0,0,0,1,0,0,0,yes
324,0,0,0,4,0,0,0,yes
325,0,0,0,3,0,0,0,yes
326,0,0,0,5,0,0,0,yes
327,0,0,0,3,0,0,0,yes
328,0,0,0,6,0,0,0,yes
329,0,0,0,4,0,0,0,yes
330,0,0,0,3,0,0,0,yes
331,0,0,0,2,0,0,0,yes
332,0,0,0,2,0,0,0,yes
333,0,0,0,3,0,0,0,yes
334,0,0,0,2,0,0,0,yes
335,0,0,0,5,0,0,0,yes
336,0,0,0,3,0,0,0,yes
337,0,0,0,5,0,0,0,yes
338,0,0,0,3,0,0,0,yes
339,0,0,0,2,0,0,0,yes
340,0,0,0,4,0,0,0,yes
341,0,0,0,3,0,0,0,yes
342,0,0,0,2,0,0,0,yes
343,0,0,0,6,0,0,0,yes
344,0,0,0,4,0,0,0,yes
345,6,11,50,3,9,0,0,no
346,0,0,0,3,0,0,0,yes
347,0,0,0,5,0,0,0,yes
348,0,0,0,3,0,0,0,yes
349,0,0,0,4,0,0,0,yes
350,0,0,0,3,0,0,0,yes
351,0,0,0,4,0,0,0,yes
352,0,0,0,2,0,0,0,yes
353,0,0,0,3,0,0,0,yes
354,0,0,0,4,0,0,0,yes
355,0,0,0,3,0,0,0,yes
356,0,0,0,4,0,0,0,yes
357,0,0,0,3,0,0,0,yes
358,0,0,0,2,0,0,0,yes
359,0,0,0,4,0,0,0,yes
360,0,0,0,2,0,0,0,yes
361,0,0,0,3,0,0,0,yes
362,0,0,0,3,0,0,0,yes
363,0,0,0,5,0,0,0,yes
364,0,0,0,3,0,0,0,yes
365,0,0,0,3,0,0,0,yes
366,0,0,0,4,0,0,0,yes
367,0,0,0,3,0,0,0,yes
368,0,0,0,2,0,0,0,yes
369,0,0,0,4,0,0,0,yes
370,1,14,20,2,3,0,0,no
371,4,27,19,3,2,0,0,yes
372,0,0,0,4,0,0,0,yes
373,0,0,0,3,0,0,0,yes
374,0,0,0,2,0,0,0,yes
375,0,0,0,5,0,0,0,yes
376,7,17,22,4,13,3,42,no
377,4,8,3,2,5,1,14,yes
378,0,0,0,2,0,0,0,yes
379,0,0,0,4,0,0,0,yes
380,0,0,0,2,0,0,0,yes
381,0,0,0,3,0,0,0,yes
382,0,0,0,3,0,0,0,yes
383,1,20,45,2,14,1,11,no
384,0,0,0,3,0,0,0,yes
385,0,0,0,4,0,0,0,yes
386,0,0,0,3,0,0,0,yes
387,0,0,0,1,0,0,0,yes
388,0,0,0,4,0,0,0,yes
389,0,0,0,4,0,0,0,yes
390,0,0,0,1,0,0,0,yes
391,0,0,0,3,0,0,0,yes
392,0,0,0,4,0,0,0,yes
393,5,11,1,3,6,0,0,yes
394,0,0,0,4,0,0,0,yes
395,0,0,0,2,0,0,0,yes
396,0,0,0,2,0,0,0,yes
397,0,0,0,4,0,0,0,yes
398,0,0,0,3,0,0,0,yes
399,0,0,0,5,0,0,0,yes
400,0,0,0,2,0,0,0,yes
401,0,0,0,2,0,0,0,yes
402,0,0,0,5,0,0,0,yes
403,0,0,0,2,0,0,0,yes
404,0,0,0,2,0,0,0,yes
405,0,0,0,4,0,0,0,yes
406,0,0,0,1,0,0,0,yes
407,0,0,0,4,0,0,0,yes
408,0,0,0,3,0,0,0,yes
409,0,0,0,2,0,0,0,yes
410,0,0,0,5,0,0,0,yes
411,0,0,0,4,0,0,0,yes
412,0,0,0,2,0,0,0,yes
413,0,0,0,4,0,0,0,yes
414,0,0,0,4,0,0,0,yes
415,0,0,0,3,0,0,0,yes
416,0,0,0,2,0,0,0,yes
417,7,17,43,4,6,1,13,no
418,0,0,0,4,0,0,0,yes
419,0,0,0,3,0,0,0,yes
420,0,0,0,1,0,0,0,yes
421,0,0,0,4,0,0,0,yes
422,0,0,0,5,0,0,0,yes
423,0,0,0,3,0,0,0,yes
424,0,0,0,2,0,0,0,yes
425,0,0,0,4,0,0,0,yes
426,0,0,0,2,0,0,0,yes
427,0,0,0,3,0,0,0,yes
428,4,15,90,3,7,0,0,no
429,0,0,0,4,0,0,0,yes
430,0,0,0,3,0,0,0,yes
431,0,0,0,3,0,0,0,yes
432,0,0,0,4,0,0,0,yes
433,4,30,34,4,11,0,0,no
434,0,0,0,3,0,0,0,yes
435,0,0,0,3,0,0,0,yes
436,0,0,0,4,0,0,0,yes
437,0,0,0,2,0,0,0,yes
438,0,0,0,2,0,0,0,yes
439,0,0,0,3,0,0,0,yes
440,0,0,0,3,0,0,0,yes
441,0,0,0,3,0,0,0,yes
442,0,0,0,2,0,0,0,yes
443,0,0,0,3,0,0,0,yes
444,2,22,90,3,0,0,0,no
445,0,0,0,4,0,0,0,yes
446,0,0,0,4,0,0,0,yes
447,5,24,16,3,11,0,0,yes
448,0,0,0,3,0,0,0,yes
449,0,0,0,3,0,0,0,yes
450,0,0,0,5,0,0,0,yes
451,0,0,0,5,0,0,0,yes
452,0,0,0,2,0,0,0,yes
453,0,0,0,2,0,0,0,yes
454,0,0,0,4,0,0,0,yes
455,0,0,0,3,0,0,0,yes
456,0,0,0,4,0,0,0,yes
457,0,0,0,4,0,0,0,yes
458,0,0,0,3,0,0,0,yes
459,0,0,0,2,0,0,0,yes
460,0,0,0,3,0,0,0,yes
461,0,0,0,1,0,0,0,yes
462,0,0,0,4,0,0,0,yes
463,0,0,0,3,0,0,0,yes
464,0,0,0,3,0,0,0,yes
465,5,22,82,4,10,0,0,no
466,0,0,0,3,0,0,0,yes
467,0,0,0,5,0,0,0,yes
468,0,0,0,2,0,0,0,yes
469,0,0,0,3,0,0,0,yes
470,0,0,0,4,0,0,0,yes
471,0,0,0,1,0,0,0,yes
472,0,0,0,2,0,0,0,yes
473,0,0,0,3,0,0,0,yes
474,0,0,0,1,0,0,0,yes
475,0,0,0,3,0,0,0,yes
476,0,0,0,4,0,0,0,yes
477,1,2,35,2,4,0,0,no
478,0,0,0,3,0,0,0,yes
479,0,0,0,3,0,0,0,yes
480,0,0,0,4,0,0,0,yes
481,0,0,0,4,0,0,0,yes
482,0,0,0,2,0,0,0,yes
483,0,0,0,3,0,0,0,yes
484,0,0,0,4,0,0,0,yes
485,0,0,0,3,0,0,0,yes
486,0,0,0,2,0,0,0,yes
487,0,0,0,4,0,0,0,yes
488,4,23,32,3,10,1,11,no
489,0,0,0,4,0,0,0,yes
490,0,0,0,3,0,0,0,yes
491,0,0,0,4,0,0,0,yes
492,5,17,72,4,11,0,0,no
493,0,0,0,1,0,0,0,yes
494,7,16,86,2,6,0,0,no
495,0,0,0,2,0,0,0,yes
496,0,0,0,3,0,0,0,yes
497,0,0,0,3,0,0,0,yes
498,0,0,0,3,0,0,0,yes
499,0,0,0,3,0,0,0,yes
500,0,0,0,2,0,0,0,yes
501,0,0,0,4,0,0,0,yes
502,6,15,65,3,3,1,5,no
503,0,0,0,5,0,0,0,yes
504,0,0,0,3,0,0,0,yes
505,0,0,0,4,0,0,0,yes
506,0,0,0,5,0,0,0,yes
507,0,0,0,2,0,0,0,yes
508,0,0,0,2,0,0,0,yes
509,0,0,0,3,0,0,0,yes
510,0,0,0,4,0,0,0,yes
511,0,0,0,3,0,0,0,yes
512,0,0,0,3,0,0,0,yes
513,0,0,0,3,0,0,0,yes
514,0,0,0,5,0,0,0,yes
515,4,22,71,5,12,0,0,no
516,0,0,0,4,0,0,0,yes
517,0,0,0,2,0,0,0,yes
518,0,0,0,4,0,0,0,yes
519,0,0,0,2,0,0,0,yes
520,0,0,0,3,0,0,0,yes
521,0,0,0,5,0,0,0,yes
522,0,0,0,5,0,0,0,yes
523,0,0,0,3,0,0,0,yes
524,0,0,0,4,0,0,0,yes
525,0,0,0,4,0,0,0,yes
526,0,0,0,2,0,0,0,yes
527,0,0,0,5,0,0,0,yes
528,0,0,0,2,0,0,0,yes
529,0,0,0,3,0,0,0,yes
530,0,0,0,3,0,0,0,yes
531,0,0,0,4,0,0,0,yes
532,0,0,0,2,0,0,0,yes
533,0,0,0,6,0,0,0,yes
534,0,0,0,4,0,0,0,yes
535,0,0,0,3,0,0,0,yes
536,0,0,0,1,0,0,0,yes
537,0,0,0,1,0,0,0,yes
538,0,0,0,4,0,0,0,yes
539,0,0,0,2,0,0,0,yes
540,0,0,0,2,0,0,0,yes
541,0,0,0,3,0,0,0,yes
542,0,0,0,4,0,0,0,yes
543,0,0,0,3,0,0,0,yes
544,0,0,0,2,0,0,0,yes
545,3,7,76,4,11,4,28,no
546,0,0,0,5,0,0,0,yes
547,0,0,0,1,0,0,0,yes
548,7,21,41,4,0,2,14,no
549,0,0,0,5,0,0,0,yes
550,0,0,0,3,0,0,0,yes
551,0,0,0,5,0,0,0,yes
552,0,0,0,1,0,0,0,yes
553,0,0,0,3,0,0,0,yes
554,0,0,0,1,0,0,0,yes
555,0,0,0,2,0,0,0,yes
556,2,22,1,3,11,2,20,yes
557,0,0,0,4,0,0,0,yes
558,0,0,0,4,0,0,0,yes
559,0,0,0,3,0,0,0,yes
560,0,0,0,3,0,0,0,yes
561,0,0,0,2,0,0,0,yes
562,6,15,84,4,3,1,14,no
563,0,0,0,2,0,0,0,yes
564,0,0,0,4,0,0,0,yes
565,0,0,0,4,0,0,0,yes
566,0,0,0,3,0,0,0,yes
567,0,0,0,3,0,0,0,yes
568,0,0,0,2,0,0,0,yes
569,0,0,0,4,0,0,0,yes
570,0,0,0,3,0,0,0,yes
571,5,15,31,4,11,0,0,no
572,0,0,0,2,0,0,0,yes
573,0,0,0,2,0,0,0,yes
574,0,0,0,3,0,0,0,yes
575,0,0,0,2,0,0,0,yes
576,0,0,0,4,0,0,0,yes
577,0,0,0,5,0,0,0,yes
578,0,0,0,2,0,0,0,yes
579,0,0,0,1,0,0,0,yes
580,0,0,0,4,0,0,0,yes
581,0,0,0,3,0,0,0,yes
582,0,0,0,3,0,0,0,yes
583,0,0,0,4,0,0,0,yes
584,0,0,0,4,0,0,0,yes
585,0,0,0,4,0,0,0,yes
586,0,0,0,2,0,0,0,yes
587,0,0,0,3,0,0,0,yes
588,0,0,0,3,0,0,0,yes
589,6,11,70,3,10,0,0,no
590,7,9,63,2,14,3,39,no
591,0,0,0,4,0,0,0,yes
592,0,0,0,2,0,0,0,yes
593,0,0,0,4,0,0,0,yes
594,0,0,0,2,0,0,0,yes
595,0,0,0,3,0,0,0,yes
596,0,0,0,4,0,0,0,yes
597,0,0,0,3,0,0,0,yes
598,0,0,0,4,0,0,0,yes
599,0,0,0,4,0,0,0,yes
600,0,0,0,2,0,0,0,yes
601,0,0,0,4,0,0,0,yes
602,0,0,0,2,0,0,0,yes
603,0,0,0,4,0,0,0,yes
604,1,23,17,2,6,0,0,yes
605,0,0,0,3,0,0,0,yes
606,4,13,56,4,2,0,0,no
607,0,0,0,3,0,0,0,yes
608,0,0,0,4,0,0,0,yes
609,7,20,65,5,2,0,0,no
610,0,0,0,4,0,0,0,yes
611,0,0,0,4,0,0,0,yes
612,0,0,0,4,0,0,0,yes
613,0,0,0,3,0,0,0,yes
614,0,0,0,4,0,0,0,yes
615,5,25,59,2,11,0,0,no
616,5,19,63,4,5,1,9,no
617,0,0,0,3,0,0,0,yes
618,0,0,0,4,0,0,0,yes
619,0,0,0,5,0,0,0,yes
620,0,0,0,4,0,0,0,yes
621,0,0,0,4,0,0,0,yes
622,0,0,0,2,0,0,0,yes
623,0,0,0,4,0,0,0,yes
624,0,0,0,4,0,0,0,yes
625,0,0,0,4,0,0,0,yes
626,0,0,0,4,0,0,0,yes
627,0,0,0,3,0,0,0,yes
628,0,0,0,6,0,0,0,yes
629,0,0,0,4,0,0,0,yes
630,0,0,0,3,0,0,0,yes
631,0,0,0,4,0,0,0,yes
632,0,0,0,2,0,0,0,yes
633,0,0,0,3,0,0,0,yes
634,0,0,0,3,0,0,0,yes
635,0,0,0,2,0,0,0,yes
636,4,8,8,3,5,2,26,no
637,0,0,0,1,0,0,0,yes
638,0,0,0,2,0,0,0,yes
639,0,0,0,3,0,0,0,yes
640,0,0,0,3,0,0,0,yes
641,0,0,0,4,0,0,0,yes
642,0,0,0,3,0,0,0,yes
643,0,0,0,3,0,0,0,yes
644,0,0,0,5,0,0,0,yes
645,0,0,0,5,0,0,0,yes
646,0,0,0,4,0,0,0,yes
647,0,0,0,3,0,0,0,yes
648,0,0,0,2,0,0,0,yes
649,0,0,0,2,0,0,0,yes
650,0,0,0,3,0,0,0,yes
651,0,0,0,3,0,0,0,yes
652,0,0,0,2,0,0,0,yes
653,0,0,0,2,0,0,0,yes
654,0,0,0,3,0,0,0,yes
655,0,0,0,5,0,0,0,yes
656,0,0,0,2,0,0,0,yes
657,0,0,0,4,0,0,0,yes
658,0,0,0,1,0,0,0,yes
659,0,0,0,2,0,0,0,yes
660,0,0,0,2,0,0,0,yes
661,0,0,0,4,0,0,0,yes
662,0,0,0,5,0,0,0,yes
663,0,0,0,3,0,0,0,yes
664,0,0,0,3,0,0,0,yes
665,0,0,0,2,0,0,0,yes
666,0,0,0,2,0,0,0,yes
667,0,0,0,1,0,0,0,yes
668,0,0,0,3,0,0,0,yes
669,0,0,0,4,0,0,0,yes
670,6,7,1,1,10,0,0,yes
671,0,0,0,4,0,0,0,yes
672,0,0,0,2,0,0,0,yes
673,0,0,0,3,0,0,0,yes
674,0,0,0,3,0,0,0,yes
675,0,0,0,2,0,0,0,yes
676,0,0,0,1,0,0,0,yes
677,0,0,0,3,0,0,0,yes
678,0,0,0,3,0,0,0,yes
679,0,0,0,3,0,0,0,yes
680,0,0,0,2,0,0,0,yes
681,0,0,0,4,0,0,0,yes
682,0,0,0,4,0,0,0,yes
683,0,0,0,5,0,0,0,yes
684,0,0,0,4,0,0,0,yes
685,0,0,0,2,0,0,0,yes
686,0,0,0,1,0,0,0,yes
687,0,0,0,6,0,0,0,yes
688,0,0,0,5,0,0,0,yes
689,0,0,0,3,0,0,0,yes
690,0,0,0,4,0,0,0,yes
691,0,0,0,2,0,0,0,yes
692,0,0,0,3,0,0,0,yes
693,0,0,0,3,0,0,0,yes
694,0,0,0,2,0,0,0,yes
695,0,0,0,3,0,0,0,yes
696,0,0,0,4,0,0,0,yes
697,0,0,0,2,0,0,0,yes
698,3,6,4,2,12,0,0,yes
699,5,27,79,1,0,0,0,no
700,0,0,0,4,0,0,0,yes
701,0,0,0,2,0,0,0,yes
702,0,0,0,3,0,0,0,yes
703,0,0,0,2,0,0,0,yes
704,0,0,0,3,0,0,0,yes
705,5,9,7,4,14,1,11,yes
706,0,0,0,3,0,0,0,yes
707,0,0,0,2,0,0,0,yes
708,0,0,0,4,0,0,0,yes
709,0,0,0,2,0,0,0,yes
710,0,0,0,3,0,0,0,yes
711,0,0,0,5,0,0,0,yes
712,0,0,0,3,0,0,0,yes
713,0,0,0,4,0,0,0,yes
714,0,0,0,2,0,0,0,yes
715,0,0,0,4,0,0,0,yes
716,0,0,0,4,0,0,0,yes
717,0,0,0,4,0,0,0,yes
718,0,0,0,1,0,0,0,yes
719,0,0,0,1,0,0,0,yes
720,0,0,0,3,0,0,0,yes
721,0,0,0,3,0,0,0,yes
722,0,0,0,1,0,0,0,yes
723,0,0,0,2,0,0,0,yes
724,0,0,0,1,0,0,0,yes
725,0,0,0,2,0,0,0,yes
726,6,17,3,5,12,1,7,yes
727,0,0,0,3,0,0,0,yes
728,0,0,0,4,0,0,0,yes
729,0,0,0,2,0,0,0,yes
730,0,0,0,4,0,0,0,yes
731,0,0,0,4,0,0,0,yes
732,0,0,0,4,0,0,0,yes
733,0,0,0,4,0,0,0,yes
